hid,pid,sex,relation,inum_x,age,marital,health_c,educlev,status1,ind1_c,occ1_c,basb,bafr1_c,hpopwgt,hhtype,inum_y,saves,y_tilde,groups
677,1,[1]male,[1000]head,1,56,[110]married,[2]good,[312]bachelor or equivalent,[200]self-employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,13697.145975206964,[210]couple without children,1,1,1,0
679,1,[2]female,[1000]head,1,45,[222]divorced,[1]excellent,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,19406.45843933109,[230]one parent with children,1,1,1,0
680,1,[1]male,[1000]head,1,48,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,19785.224228173443,[220]couple with children,1,0,1,0
681,1,[1]male,[1000]head,1,71,[110]married,[2]good,[313]master or equivalent,[200]self-employed,[2]mining and construction,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,13.016582066920039,[210]couple without children,1,1,1,0
682,1,[1]male,[1000]head,1,68,[110]married,[2]good,[320]doctorate or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,8639.587455628867,[210]couple without children,1,1,1,0
683,1,[1]male,[1000]head,1,54,[110]married,[2]good,[210]upper secondary,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,182.94613078772986,[220]couple with children,1,1,1,0
684,1,[1]male,[1000]head,1,68,[222]divorced,[2]good,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,1106.32408836409,[230]one parent with children,1,1,1,0
685,1,[1]male,[1000]head,1,57,[110]married,[2]good,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[2]take above average financial risks expecting to earn above average returns,19034.490590905265,[210]couple without children,1,1,1,0
687,1,[1]male,[1000]head,1,37,[110]married,[2]good,[120]primary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,23392.28650102206,[220]couple with children,1,0,1,0
691,1,[1]male,[1000]head,1,53,[110]married,[3]fair,[311]short-cycle tertiary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,22213.00318118781,[220]couple with children,1,0,1,0
692,1,[1]male,[1000]head,1,39,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[20]saves,[4]not willing to take any financial risks,21784.713940725578,[220]couple with children,1,1,1,0
693,1,[1]male,[1000]head,1,28,[120]in consensual union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,[7]public administration and defence,[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,21863.98430714277,[220]couple with children,1,0,1,0
694,1,[2]female,[1000]head,1,64,[210]never married/not in union,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,6807.602923068797,[100]one person household,1,0,1,0
698,1,[1]male,[1000]head,1,48,[110]married,[1]excellent,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[20]saves,[2]take above average financial risks expecting to earn above average returns,18750.11573542392,[220]couple with children,1,1,1,0
699,1,[1]male,[1000]head,1,50,[110]married,[2]good,[210]upper secondary,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[1]take substantial financial risks expecting to earn substantial returns,17118.813559581762,[210]couple without children,1,0,1,0
701,1,[1]male,[1000]head,1,33,[110]married,[2]good,[130]lower secondary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,25786.965995879218,[220]couple with children,1,0,1,0
702,1,[1]male,[1000]head,1,28,[120]in consensual union,[2]good,[311]short-cycle tertiary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[20]saves,[3]take average financial risks expecting to earn average returns,19101.690448942347,[210]couple without children,1,1,1,0
703,1,[2]female,[1000]head,1,64,[222]divorced,[2]good,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,30598.803706611758,[400]relatives living together (no family nucleus),1,1,1,0
704,1,[1]male,[1000]head,1,55,[120]in consensual union,[2]good,[210]upper secondary,[200]self-employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[20]saves,[4]not willing to take any financial risks,22458.820815568106,[210]couple without children,1,1,1,0
705,1,[1]male,[1000]head,1,42,[110]married,[3]fair,[210]upper secondary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,28168.359040141233,[210]couple without children,1,0,1,0
707,1,[2]female,[1000]head,1,43,[222]divorced,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,20074.987651582753,[230]one parent with children,1,0,1,0
709,1,[1]male,[1000]head,1,61,[110]married,[1]excellent,[313]master or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[1]take substantial financial risks expecting to earn substantial returns,966.7780885299402,[220]couple with children,1,1,1,0
710,1,[1]male,[1000]head,1,59,[223]widowed,[1]excellent,[313]master or equivalent,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,23384.711612184576,[100]one person household,1,1,1,0
712,1,[1]male,[1000]head,1,50,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,14071.385805059044,[220]couple with children,1,1,1,0
713,1,[2]female,[1000]head,1,45,[223]widowed,[2]good,[320]doctorate or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,18110.059105268134,[230]one parent with children,1,0,1,0
